Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QKV06619,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV06835,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV06931,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV07279,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG87158,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG87758,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG87854,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG88538,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG89066,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG89450,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG90122,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG90806,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJZ28155,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Poland",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJZ28251,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Poland",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJZ28287,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Poland",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69230,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69242,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69254,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX70706,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJU70401,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: AK",AK,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJV21818,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJT73046,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Colombia",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56871,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56883,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56919,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56931,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56943,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56955,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS57243,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CT",CT,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS57255,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CT",CT,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS57291,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CT",CT,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS57315,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CT",CT,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF75995,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF76319,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF76331,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF77062,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF77158,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF77182,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD07688,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: New York",NY,Panthera tigris jacksoni,"oronasopharynx, oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47646,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47670,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47682,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47694,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47706,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIV14972,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: North Carolina",NC,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS57267,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CT",CT,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA41286,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91514,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJS56895,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: ID",ID,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNC03347,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Connecticut",CT,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36187,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38575,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39223,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39367,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40782,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA41394,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF77122,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91166,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91430,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92354,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92462,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92642,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92654,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92738,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92750,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92762,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91142,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_1, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91178,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_1, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91202,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91958,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92666,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92786,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI92858,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Cruise_Ship_2, California",CA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKE46040,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40374,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40674,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLL27824,2020-07-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wyoming",WY,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV06175,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Pierce County",WA,Homo sapiens,"",2020-04-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMX85013,2020-08-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Sierra Leone",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC94076,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC94088,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC48040,2020-07-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: MD",MD,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU33101,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU33113,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV06259,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Pierce County",WA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV07159,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV08515,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR94605,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJE38666,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36307,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36583,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36595,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36655,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36667,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36691,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA36931,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37039,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37411,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37507,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37675,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37807,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37855,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37891,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA37975,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38011,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
